"Address","Content Type","Status Code","Status","Indexability","Indexability Status","OpenAI: 1","Crawl Timestamp"
"https://www.powerworksgarage.com/","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) Which car brands do you service?
We service a wide range of European luxury and performance brands (Land Rover, Range Rover, Porsche, Bentley, Mercedes‑Benz, Rolls‑Royce, Jaguar, Aston Martin, BMW, Audi, Volkswagen, MINI, Ferrari, Lamborghini, Maserati) plus major manufacturers like Toyota, Lexus, Nissan, Infiniti, Honda, Mazda, Ford, Chevrolet, GMC, Dodge, Jeep. The page also says “View all brands we service” if you need the full list.

2) Are you British‑owned and how much experience do you have?
Yes — Powerworks is British‑owned and managed by UK ex‑pats. The founder, Glenn, is a UK‑certified master technician with 15+ years’ workshop experience, and the business advertises 20+ years’ experience across European and Japanese vehicles.

3) What are typical services and prices?
They offer complete car care including service (from AED 349), AC repair (AED 199), oil change (AED 199), electrical diagnostics (AED 150), brakes (AED 299), suspension (AED 399), transmission repair (AED 499) and more. The website lists these starting prices and “Learn More” links for details.

4) Do you use genuine parts and offer any warranty?
Yes — they use factory diagnostic tools and genuine parts, and the page states there is a warranty on all work. They also emphasise dealer‑level equipment and transparent pricing with clear quotes upfront.

5) How do I book, what’s turnaround time, and do you offer fleet services?
You can get a quote or contact them (there’s a “Start Chat” and a WhatsApp link to message Glenn). Most services have a fast turnaround and are completed same‑day when possible, and they offer fleet programs with free pickup/dropoff, priority service, and dedicated account management.","2026-02-12 13:17:34"
"https://www.powerworksgarage.com/Icons/general-service.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:35"
"https://www.powerworksgarage.com/logos/lamborghini.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:35"
"https://www.powerworksgarage.com/glenn.jpg","image/jpeg","200","OK","Indexable","","","2026-02-12 13:17:35"
"https://www.powerworksgarage.com/makes","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) Do you service my car make, model, or year?
Yes — Powerworks advertises “Any Make. Any Model. Any Year.” They list many luxury, premium and mainstream brands as examples, but they state they service all makes and models. If you’re unsure, contact them to discuss your specific vehicle.

2) What types of services do you provide?
They handle everything from routine maintenance (oil changes, brakes, inspections) to complex diagnostics and repairs. The team has the skills, equipment, and parts network to cover most needs without sending you to multiple specialists.

3) Do you work on luxury and exotic cars like Ferrari or Rolls‑Royce?
Yes. The page specifically lists luxury and exotic marques (Mercedes‑Benz, Porsche, Ferrari, Rolls‑Royce, Lamborghini, etc.) and says technicians have the expertise and equipment to service those vehicles.

4) Do you use genuine parts and modern diagnostic tools?
The shop says its technicians are equipped with the latest diagnostic tools and have a parts network, which indicates they can source appropriate or genuine parts as needed. For confirmation about OEM parts for a specific repair, ask them directly.

5) How do I book an appointment or get a quote?
Call 052 121 7425 or message them on WhatsApp (same number) to discuss your vehicle and get a quote or book an appointment. You can also view the individual “View services” pages for specific brand offerings before contacting them.","2026-02-12 13:17:35"
"https://www.powerworksgarage.com/Icons/oil-and-fluids.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:35"
"https://www.powerworksgarage.com/logos/jaguar.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/pwg_slide4.jpg","image/jpeg","200","OK","Indexable","","","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/inspect2.jpg","image/jpeg","200","OK","Indexable","","","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/logos/chevrolet.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/car-servicing-dubai/transmission-repair-dubai","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What is included in the transmission service?
- The service includes a transmission diagnostic scan, fluid level and condition check, road test for shift quality, solenoid and torque converter checks, clutch wear assessment (manual), mechatronic unit diagnosis (DCT), transmission fluid change, filter replacement, and adaptation reset. It also mentions a comprehensive service checklist and 10+ checks included.

2) Does Powerworks Garage repair CVT and dual‑clutch (DCT) transmissions?
- Yes. The page states they provide expert diagnosis and repair for automatic, manual, CVT, and dual‑clutch transmissions and perform mechatronic unit diagnosis for DCTs.

3) What does the AED 499 starting price cover?
- AED 499 is the advertised starting price for the transmission service package and applies to basic services and initial diagnostics (including the listed checks). More complex repairs, parts, or full rebuilds will cost extra; request a quote for an exact price.

4) Is there a warranty on transmission work and what does ""Warranty Protected"" mean?
- The page indicates work is ""Warranty Protected,"" but it does not list specific warranty terms or duration. For full details on coverage, length, and exclusions, contact the garage directly before booking.

5) How do I book a service or get more information?
- You can call or WhatsApp 052 121 7425, use the ""Book Online"" option, or contact Glenn via the ""Ask Glenn"" WhatsApp link for questions and quotes. The page also advertises same‑day service for suitable jobs.","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/car-servicing-dubai/car-service-dubai","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What does the AED 349 car service include?
- The AED 349 starting service includes an engine oil and filter change, a multi-point vehicle inspection (50+ checks), brake system inspection, fluid level checks and top-ups, tyre pressure and condition check, battery health test, air filter inspection, lights and electrical check, wiper blade inspection, and a digital service report.

2) Will servicing at Powerworks void my manufacturer warranty?
- No. Powerworks follows British workshop standards and uses genuine or OEM-equivalent parts so your manufacturer warranty is maintained; they explicitly state the service is warranty protected.

3) Do you service all car brands, including luxury and exotic models?
- Yes. They service all makes and models, from mainstream brands to luxury and exotic cars (BMW, Mercedes, Porsche, Ferrari, Lamborghini, Rolls-Royce, etc.).

4) How long does a full service take, and is same-day service available?
- Service time depends on the vehicle and recommended work, but they offer same-day service when possible; the process includes inspection, a transparent quote, the work, and a final quality check.

5) Do you provide pickup and drop-off, and which areas are covered for free pickup?
- Yes — free pickup is offered from Dubai Marina, JVC, and Al Quoz areas; you can book online or call/WhatsApp to arrange pickup and scheduling.","2026-02-12 13:17:36"
"https://www.powerworksgarage.com/logos/infiniti.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/makes/infiniti","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What Infiniti models and services do you cover?
- We service all Infiniti models (Q50, Q60, QX50, QX60, QX80) and offer full maintenance and repairs including CONSULT diagnostics, VQ/VR engine work, 7‑speed automatic service, HICAS system maintenance, suspension, brakes, AC, oil changes and electrical diagnostics.

2) How do your prices compare to the dealer and what are typical costs?
- We typically charge 30–40% less than the dealer for equivalent service. Example listed prices include car service AED 349, oil change AED 199, AC repair AED 199 and electrical diagnostics AED 150.

3) Do you use genuine parts and is the work warranty protected?
- Yes — genuine parts are available and services are warranty protected as stated on the page.

4) What common Infiniti issues should I watch for and how serious are they?
- Common issues are timing chain guide wear (can lead to valve damage if ignored), CVT transmission service needs, QX80 air suspension faults, and fuel gauge sender issues. Timing chain noise should be diagnosed promptly because early repair is straightforward but ignored wear can become serious.

5) Should I buy a used QX80 in Dubai and can you inspect it?
- Used QX80s are generally good value with Patrol‑based mechanicals that are very reliable; much depreciation tends to be cosmetic. You should check the service history and we recommend a pre‑purchase inspection — we offer those and same‑day service with free pickup available in Al Quoz.","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/reviews","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What is Powerworks’ overall rating and how many reviews back it up?
- Powerworks has a 4.7 average rating based on 102+ verified Google reviews, with around 88% of those being 5-star reviews. The page also notes they’ve serviced 5,000+ cars.

2) Are the reviews genuine and can I read them myself?
- Yes — the page explicitly states the rating is based on 102+ verified Google reviews from real customers and includes a “View on Google / Read all 102+ reviews” prompt so you can inspect them directly.

3) What kinds of services does Powerworks offer?
- Customers mention a wide range of services including general car servicing, diagnostics, engine work, brake and tyre service, AC repair, emergency repairs, vehicle and pre-purchase inspections, accessories and dashcam installation, plus pick-up/drop-off and breakdown recovery.

4) Which car makes do they work on?
- Reviews reference many makes: Range Rover, Land Rover, Porsche, Mercedes, Maserati, Volkswagen, Ford, Volvo, Infiniti, Nissan and more, indicating they handle both prestige/British brands and mainstream models.

5) Why do customers recommend Powerworks?
- Common themes are honesty and transparency (no hidden costs), expert diagnostics (finding issues other garages/dealers missed), excellent communication (regular updates and videos), fair pricing compared to dealers, and convenient services like collection/delivery — all repeatedly highlighted in the testimonials.","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/makes/range-rover","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) How much does Range Rover air suspension repair typically cost?
- A single air spring replacement is about AED 2,500–4,000 with quality parts, a compressor is AED 3,000–5,000, and a full system overhaul (all springs + compressor) is around AED 12,000–15,000. Prices vary with the exact fault and parts required; they diagnose first so you only pay for what’s needed.

2) Can you service hybrid Range Rovers (P400e) and supercharged V8 models?
- Yes. The garage lists hybrid system maintenance for the P400e and supercharged V8 service among its capabilities, and they have experience with coolant, turbo/supercharger and related issues.

3) Do you use genuine parts and is the work warranty-protected?
- Yes. The page states genuine parts are available and the service is warranty protected.

4) Do you offer same-day diagnosis/service and vehicle pickup?
- They advertise same-day service and say they can usually identify suspension faults same-day. Free pickup is also offered (as noted under ""Book Your Range Rover Service"").

5) How do I get a quote or book a service, and do you offer pre-purchase inspections?
- You can call or WhatsApp 052 121 7425 for a quote or booking (the page shows a “WhatsApp Quote” option). They do offer pre-purchase inspections for AED 500 to help avoid costly surprises.","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/makes/jaguar","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What Jaguar models do they service?
They list F‑PACE, E‑PACE, XE, XF, F‑TYPE and I‑PACE specifically and say they service all Jaguar models — from compact E‑PACE to F‑TYPE sports cars.

2) Where are they located and how can I contact them?
They’re based in Al Quoz, Dubai. Contact via phone/WhatsApp at 052 121 7425 for bookings, quotes or pickup.

3) How do their prices compare to the dealer?
They say servicing is typically 30–40% cheaper than dealer rates for equivalent work. Example listed prices include a car service at AED 349 and oil change at AED 199.

4) Can they fix my Jaguar infotainment system if it keeps freezing?
Usually yes — they diagnose whether it’s a software issue, a failing screen or a faulty module and perform the appropriate repair or update. They advertise InControl system support and dealer‑level diagnostics.

5) Do they use genuine parts and offer any warranty protection?
Yes — they offer warranty‑protected service and genuine Jaguar parts where needed, plus same‑day service options and 30+ years of experience.","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/car-servicing-dubai/oil-change-dubai","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) What does the AED 199 starting price cover?
- AED 199 is the advertised starting price for a basic oil change and includes a full drain and refill with manufacturer-spec oil, OEM-quality filter replacement, a complimentary vehicle health check, fluid top-ups, tyre pressure check, visual brake and battery checks, reset of the service indicator, a digital service record and an exterior wash. Final price may vary by vehicle model and oil quantity.

2) How often should I change my oil in Dubai?
- Follow your vehicle manufacturer's recommended interval, but because Dubai’s heat is severe, many technicians recommend more frequent changes (commonly around every 5,000–7,500 km or about every 6 months) especially for high-load or short-trip driving. If you’re unsure, ask Glenn or bring your service history and we’ll advise based on your car and driving pattern.

3) What type of oil and filters do you use?
- We use premium fully synthetic oils from trusted brands such as Castrol, Mobil 1, and Liqui Moly, selected to your vehicle’s exact specifications, and we fit OEM-quality (manufacturer-spec) filters — never cheap aftermarket alternatives.

4) Can I wait while you do the oil change?
- Yes — we offer same-day service for oil changes and many customers wait while the job is completed. To be safe, call or WhatsApp ahead to confirm availability and expected turnaround time for your specific vehicle.

5) Will this service affect my warranty and do you keep a service record?
- The service is warranty-protected and follows British standards; we use manufacturer-spec oils and OEM-quality filters to help preserve warranty validity. We also reset the service indicator and update a digital service record so your maintenance history is retained.","2026-02-12 13:17:37"
"https://www.powerworksgarage.com/logos/rangerover.png","image/png","200","OK","Indexable","","","2026-02-12 13:17:38"
"https://www.powerworksgarage.com/ask-glenn/why-dubai-summers-kill-car-batteries","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","1) Why do car batteries fail faster in Dubai's heat?
- High temperatures (regularly above 35°C) speed up internal chemical reactions that cause accelerated corrosion, electrolyte evaporation, and increased self-discharge, all of which reduce a battery’s ability to hold a charge and shorten its lifespan.

2) How often should I have my battery tested or replaced in Dubai?
- If your battery is over 2 years old, have it tested every 6 months; many batteries that last 4–5 years in cooler climates may only reach 2–3 years here, and some fail after about 18 months.

3) What are the early warning signs my battery is dying?
- Slow cranking on start, dimming headlights or interior lights, electrical quirks (slow windows, infotainment issues), the battery warning light coming on, and old age are the main indicators you should get checked.

4) What practical steps can I take to extend my battery life?
- Park in shade or underground where possible, avoid leaving devices plugged in when parked, drive regularly so the battery gets charged, and keep terminals clean to minimise corrosion—these measures reduce heat and parasitic drains.

5) Do I need a special battery for Dubai and what does Powerworks offer?
- Batteries designed for hot climates are recommended; Powerworks tests batteries during services, offers replacement options (common prices start from AED 299), uses suitable brands for heat, and disposes of old batteries responsibly without high-pressure sales.","2026-02-12 13:17:38"
